brandname,model,cpucore,refreshrate,gpu,ram,ssd,rom,display,displayquality,price,zscore_price
asus,VivoBook 15 M513IA,ryzen5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,87000,-0.9261487109074862
asus,VIVOBOOK X509JP,I5G10,144.0,NVIDIA MX330,4.0,0.0,1024.0,16.0,fhd,87000,-0.9261487109074862
asus,VivoBook 15 X515JA,I5G10,144.0,Intel,8.0,512.0,0.0,16.0,fhd,88000,-0.9111031053025639
asus,VIVOBOOK X515EA,I5G11,144.0,Intel,8.0,256.0,0.0,16.0,fhd,90000,-0.8810118940927193
asus,VivoBook 14 X413EA,I5G11,144.0,Intel,8.0,256.0,0.0,14.0,fhd,95000,-0.8057838660681078
asus,VivoBook 15 K513EA,I5G11,144.0,Intel,8.0,512.0,0.0,16.0,fhd,102000,-0.7004646268336516
asus,VIVOBOOK K403FA,I5G10,144.0,Intel,8.0,512.0,0.0,14.0,fhd_touch,106000,-0.6402822044139624
asus,VivoBook Flip TM420IA,I7G10,144.0,Intel,8.0,512.0,0.0,14.0,fhd,108000,-0.6101909932041178
asus,VIVOBOOK X415JA,I7G10,144.0,Intel,8.0,256.0,0.0,14.0,fhd,115000,-0.5048717539696618
asus,VIVOBOOK S15 S533FL,I5G10,144.0,Intel,8.0,512.0,0.0,16.0,fhd_touch,116000,-0.4898261483647394
asus,VivoBook Flip 14 TM420UA,ryzen5,144.0,Intel,8.0,512.0,0.0,14.0,fhd,116000,-0.4898261483647394
asus,VivoBook S14 S431,I7G10,144.0,NVIDIA MX250,8.0,256.0,0.0,14.0,fhd_touch,120000,-0.42964372594505024
asus,VivoBook Flip 14 TP470EA,I5G11,144.0,1135G7,8.0,512.0,0.0,14.0,fhd,120000,-0.42964372594505024
asus,VivoBook 15 X515JP,I7G10,144.0,NVIDIA MX330,8.0,512.0,0.0,16.0,fhd,122000,-0.3995525147352056
asus,TUF F15 Gaming Laptop,I5G10,144.0,GTX 1650,8.0,512.0,0.0,16.0,fhd,122000,-0.3995525147352056
asus,ZenBook 13 UX325JA,I5,144.0,Intel,8.0,512.0,0.0,13.0,fhd,125000,-0.3544156979204387
asus,ZenBook 14 UX425JA,I5,144.0,Intel,8.0,512.0,0.0,14.0,fhd,125000,-0.3544156979204387
asus,VivoBook 15 X515EP,I7G11,144.0,NVIDIA MX330,8.0,512.0,0.0,16.0,fhd,126000,-0.3393700923155164
asus,ZenBook 13 UX325EA,I5,144.0,Intel,8.0,512.0,0.0,13.0,fhd,127000,-0.3243244867105941
asus,ZenBook 14 UX425EA,I5,144.0,Intel,8.0,512.0,0.0,14.0,fhd,127000,-0.3243244867105941
asus,VIVOBOOK K403FA,I7G10,144.0,Intel,16.0,512.0,0.0,14.0,fhd,131000,-0.26414206429090487
asus,TUF F15 Gaming Laptop,I5G10,144.0,GTX 1650Ti,16.0,512.0,0.0,16.0,fhd_touch,132000,-0.2490964586859826
asus,S ZenBook UX463FA,I5G10,144.0,Intel,8.0,512.0,0.0,14.0,fhd,134000,-0.21900524747613798
asus,TUF A15 Gaming Laptop,ryzen5,144.0,GTX 1650Ti,8.0,512.0,0.0,16.0,fhd,135000,-0.20395964187121568
asus,VivoBook 15 K513EQ,I7G11,144.0,NVIDIA MX350,8.0,512.0,0.0,16.0,fhd,135000,-0.20395964187121568
asus,ROG Strix G531GT,I5G9,144.0,GTX 1650,8.0,512.0,0.0,16.0,fhd_touch,137000,-0.17386843066137106
asus,VivoBook Flip 14 TP470EA,I7G11,144.0,1135G7,8.0,512.0,0.0,14.0,fhd,138000,-0.15882282505644876
asus,VivoBook S15 S533EA,I7G11,144.0,Intel,16.0,512.0,0.0,16.0,fhd,141000,-0.11368600824168186
asus,VivoBook S15 S533JQ,I7G10,144.0,Nvidia MX350,16.0,512.0,0.0,16.0,fhd,141000,-0.11368600824168186
asus,ZenBook 14 UX434FQ,I5G10,144.0,NVIDIA MX350,8.0,512.0,0.0,14.0,fhd,142000,-0.09864040263675956
asus,ROG Strix G15 G512LI,I5G10,144.0,GTX 1650TI,16.0,512.0,0.0,16.0,fhd_touch,143000,-0.08359479703183725
asus,ZenBook Flip 13 UX363EA,I5G11,144.0,Intel,16.0,512.0,0.0,13.0,fhd,146000,-0.038457980217070344
asus,TUF F15 Gaming Laptop,I7G10,144.0,8 Core GTX 1650,8.0,512.0,0.0,16.0,fhd,148000,-0.00836676900722574
asus,ZenBook 13 UX325JA,I7G10,144.0,Intel,16.0,512.0,0.0,13.0,fhd,148000,-0.00836676900722574
asus,TUF A15 FA506II Gaming Laptop,I7,144.0,GTX 1650Ti,16.0,512.0,0.0,16.0,fhd_touch,152000,0.05181565341246347
asus,ZenBook 14 UX435EG,I5G11,144.0,Intel,8.0,512.0,0.0,14.0,fhd,153000,0.06686125901738578
asus,ZenBook 13 UX325EA,I7G10,144.0,Intel,16.0,512.0,0.0,13.0,fhd,154000,0.08190686462230808
asus,ZenBook 14 UX425EA,I7G10,144.0,Intel,16.0,512.0,0.0,13.0,fhd,154000,0.08190686462230808
asus,TUF A15 FA506IU Gaming Laptop,I7,144.0,GTX 1660Ti,16.0,512.0,0.0,16.0,fhd,161000,0.1872261038567642
asus,TUF A17 FA706IU Gaming Laptop,I7,120.0,GTX 1660Ti,8.0,512.0,0.0,17.0,hd,167000,0.277499737486298
dell,Vostro 3501,I3G10,60.0,Intel,4.0,0.0,1024.0,16.0,hd,59000,-1.3474256678453107
dell,Vostro 3401,I3G10,60.0,Intel,4.0,0.0,1024.0,14.0,hd,59000,-1.3474256678453107
dell,Vostro 3401,I3G10,60.0,Intel,8.0,0.0,1024.0,14.0,hd,62000,-1.3022888510305437
dell,Latitude 3410,I3G10,144.0,Intel,4.0,0.0,1024.0,14.0,fhd,65500,-1.2496292314133157
dell,Vostro 3400,I5G11,144.0,Intel,4.0,0.0,1024.0,14.0,fhd,79000,-1.0465135557468646
dell,Vostro 3500,I5G11,144.0,Intel,4.0,0.0,1024.0,16.0,fhd,79000,-1.0465135557468646
dell,Inspirion 3501,I5G11,144.0,Nvidia MX330 2GB,8.0,256.0,0.0,16.0,fhd,94000,-0.8208294716730301
dell,Inspiron 5391,I5G10,144.0,Intel,8.0,256.0,0.0,13.0,fhd,103000,-0.6854190212287293
dell,G3 G3590,I5G9,144.0,GTX 1650,8.0,512.0,0.0,16.0,fhd,108000,-0.6101909932041178
dell,Vostro 3500,I7G11,144.0,Nvidia MX330,8.0,512.0,0.0,16.0,fhd_touch,112000,-0.5500085707844287
dell,Inspiron 7490,I5G10,144.0,Intel,8.0,256.0,0.0,14.0,fhd,118000,-0.45973493715489483
dell,Inspiron 7391,I5G10,144.0,Intel,8.0,256.0,0.0,13.0,fhd_touch,118000,-0.45973493715489483
dell,Inspiron 7300 2-in-1,I5G10,144.0,Intel,8.0,512.0,0.0,13.0,fhd,119000,-0.44468933154997253
dell,Inspiron 7490,I7G10,144.0,Intel,8.0,512.0,0.0,14.0,fhd_touch,120000,-0.42964372594505024
dell,Inspiron 5400 2-in-1,I7G10,120.0,Intel,8.0,512.0,0.0,14.0,fhd,121000,-0.41459812034012794
dell,G3 G3500 i5,I7G10,144.0,NVIDIA GTX 1650TI,8.0,512.0,0.0,16.0,fhd,125000,-0.3544156979204387
dell,Inspiron 7490,I5G10,144.0,NVIDIA MX250,8.0,512.0,0.0,14.0,fhd,125000,-0.3544156979204387
dell,G3 G3500,I5G10,144.0,NVIDIA GTX 1660TI,16.0,512.0,0.0,16.0,fhd_touch,135000,-0.20395964187121568
dell,Inspiron 7405 2-in-1,I7,144.0,Intel,16.0,512.0,0.0,14.0,fhd,135000,-0.20395964187121568
dell,XPS 13 7390,I5G10,144.0,Intel,8.0,256.0,0.0,13.0,fhd,140000,-0.12873161384660417
dell,Inspiron 7391,I7G10,144.0,NVIDIA MX250,8.0,512.0,0.0,13.0,fhd,148000,-0.00836676900722574
dell,Inspiron 7591,I7G9,144.0,GTX 1650 Graphics Card,16.0,512.0,0.0,16.0,fhd,155000,0.09695247022723039
dell,G3 G3590,I7G9,144.0,NVIDIA GTX 1660Ti,16.0,256.0,1024.0,16.0,fhd,156000,0.11199807583215268
dell,Inspiron 7490,I7G10,144.0,NVIDIA MX250 Graphics,16.0,512.0,0.0,14.0,fhd,156000,0.11199807583215268
dell,G5 15 SE 2020 Gaming Laptop,I7,144.0,AMD RX 5600M 6144MB,8.0,512.0,0.0,16.0,4k_touch,158000,0.14208928704199728
dell,Inspiron 7391 2-in-1,I7G10,144.0,Intel,16.0,512.0,0.0,13.0,fhd,160000,0.1721804982518419
dell,Vostro 7500,I7G10,144.0,GTX 1650ti Graphics Card,16.0,1024.0,0.0,16.0,fhd,175000,0.39786458232567645
dell,XPS 13 7390,I7G10,144.0,Intel,16.0,512.0,0.0,13.0,fhd,185000,0.5483206383748994
dell,XPS 15 7590,I7G9,144.0,GTX 1650,16.0,256.0,0.0,16.0,4k_touch,195000,0.6987766944241225
dell,XPS 13 7390,I7G10,144.0,Intel,16.0,512.0,0.0,13.0,fhd_touch,200000,0.774004722448734
dell,XPS 13 7390 2-in-1,I7G10,300.0,Intel,16.0,512.0,0.0,13.0,fhd,200000,0.774004722448734
dell,Alienware M15 R3,I7G10,144.0,RTX 2070 SUPER,16.0,512.0,0.0,16.0,fhd_touch,310000,2.429021338990187
hp,ProBook 11 G3 EE x360 2-in-1,celeron,60.0,Intel,4.0,128.0,0.0,12.0,hd,47000,-1.5279729351043783
hp,Notebook 14-CF3065TU,I3G10,60.0,Intel,4.0,0.0,1024.0,14.0,hd,59000,-1.3474256678453107
hp,Notebook 14-DK1025WM,ryzen3,60.0,Intel,8.0,256.0,0.0,14.0,hd,60000,-1.3323800622403883
hp,Pavilion X360,I3G10,60.0,Intel,8.0,128.0,0.0,14.0,hd,72000,-1.1518327949813207
hp,Notebook 14-DQ1059,I5G10,60.0,Intel,8.0,256.0,0.0,14.0,hd,79000,-1.0465135557468646
hp,Laptop 15-dy2045nr,I5G11,144.0,Intel,8.0,256.0,0.0,16.0,fhd,88000,-0.9111031053025639
hp,Notebook 14-CE3056TX,I5G10,144.0,NVIDIA MX130,4.0,0.0,1024.0,14.0,fhd,89000,-0.8960574996976416
hp,Pavilion 15-EH0090,ryzen5,60.0,AMD VEGA 8,8.0,512.0,0.0,16.0,hd,97000,-0.7756926548582632
hp,Laptop 15s-du2045TX,I7G10,144.0,NVIDIA MX330 2GB,8.0,0.0,1024.0,16.0,fhd,105000,-0.6553278100188847
hp,Pavilion Power 15 2020,ryzen5,144.0,GTX 1650,8.0,256.0,0.0,16.0,fhd_touch,108000,-0.6101909932041178
hp,Pavilion 15-EF1013,I7,144.0,AMD Vega 8,8.0,512.0,0.0,16.0,fhd_touch,112000,-0.5500085707844287
hp,Pavilion X360 2020,I5G11,144.0,Intel,8.0,512.0,0.0,14.0,fhd,115000,-0.5048717539696618
hp,Envy 13 2021,I5G11,144.0,Intel,8.0,256.0,0.0,13.0,fhd_touch,120000,-0.42964372594505024
hp,Envy x360 13M,I7G11,144.0,Intel,8.0,512.0,0.0,13.0,fhd_touch,140000,-0.12873161384660417
hp,Spectre 13 x360,I5G10,144.0,Intel,8.0,256.0,0.0,13.0,4k_touch,142000,-0.09864040263675956
hp,Envy 13 2020,I7G10,144.0,Intel,8.0,512.0,0.0,13.0,fhd,148000,-0.00836676900722574
hp,Omen 15 2020,I7,144.0,GTX 1660Ti,8.0,512.0,0.0,16.0,fhd,160000,0.1721804982518419
hp,Omen 15 2020,I7,144.0,GTX 1660Ti,16.0,1024.0,0.0,16.0,fhd_touch,175000,0.39786458232567645
hp,Spectre 13,I7G10,144.0,Intel,8.0,512.0,0.0,13.0,4k,185000,0.5483206383748994
hp,Spectre 15 x360,I7G10,144.0,MX 250,16.0,512.0,0.0,16.0,fhd,225000,1.1501448625717916
msi,Modern 14 A10RB,I5G10,144.0,MX250,8.0,512.0,0.0,16.0,fhd,122000,-0.3995525147352056
msi,Modern 15 A10RAS,I5G10,144.0,MX330,8.0,512.0,0.0,16.0,fhd,122000,-0.3995525147352056
msi,GF63 9SCSR,I5G9,144.0,GTX 1650Ti,8.0,512.0,0.0,16.0,fhd,135000,-0.20395964187121568
msi,Modern 14 A10RB,I7G10,144.0,MX250,8.0,512.0,0.0,16.0,fhd,135000,-0.20395964187121568
msi,Modern 15 A10RAS,I7G10,144.0,MX330,8.0,512.0,0.0,16.0,fhd,135000,-0.20395964187121568
msi,GL65 9SCK,I5G9,144.0,GTX 1650,8.0,512.0,0.0,16.0,fhd,145000,-0.05350358582199265
msi,GF75 9SC,I7G9,144.0,GTX 1650,8.0,128.0,1024.0,17.0,fhd,148000,-0.00836676900722574
msi,GF63 Thin 10SCXR,I7G10,120.0,GTX 1650,8.0,512.0,0.0,16.0,fhd,152000,0.05181565341246347
msi,GL65 9SCK,I7G9,144.0,GTX 1650,8.0,512.0,0.0,16.0,fhd,160000,0.1721804982518419
msi,GF63 Thin 10SCSR,I7G10,144.0,GTX 1650Ti,8.0,512.0,0.0,16.0,fhd,162000,0.2022717094616865
msi,GE 63VR Raider,I7G8,120.0,GTX 1060,16.0,256.0,1024.0,16.0,fhd,165000,0.2474085262764534
msi,GF65 10SDR,I5G10,120.0,GTX 1660Ti,8.0,512.0,0.0,16.0,fhd,168000,0.2925453430912203
msi,GF65 9SD,I7G9,144.0,GTX 1660Ti,16.0,512.0,0.0,16.0,fhd,170000,0.3226365543010649
msi,Prestige 14 A10RAS Rose Pink,I7G10,144.0,MX330,16.0,512.0,0.0,14.0,fhd,180000,0.47309261035028793
msi,GF65 10SDR,I7G10,120.0,GTX 1660Ti,8.0,512.0,0.0,16.0,fhd,183000,0.5182294271650548
msi,GL65 9SDK,I7G9,120.0,GTX 1660Ti,16.0,256.0,1024.0,16.0,fhd,185000,0.5483206383748994
msi,GF65 10SDR,I7G10,144.0,GTX 1660Ti,16.0,512.0,0.0,16.0,fhd,185000,0.5483206383748994
msi,Prestige 14 10SC,I7G10,144.0,GTX 1650,16.0,512.0,0.0,14.0,fhd,188000,0.5934574551896664
msi,GF65 10SER,I7G10,144.0,RTX 2060,16.0,512.0,0.0,16.0,fhd,195000,0.6987766944241225
msi,GL75 Leopard 10SDR,I7G10,144.0,GTX 1660Ti,16.0,512.0,0.0,16.0,fhd,205000,0.8492327504733456
msi,GP65 Leopard 10SDK,I7G10,120.0,GTX 1660Ti,16.0,512.0,0.0,16.0,fhd,205000,0.8492327504733456
msi,GL65 Leopard 10SDK,I7G10,144.0,GTX 1660Ti,16.0,256.0,1024.0,16.0,fhd,208000,0.8943695672881125
msi,GL65 Leopard 10SDK,I7G10,144.0,GTX 1660Ti,16.0,256.0,1024.0,16.0,fhd,215000,0.9996888065225685
msi,GL65 Leopard 10SEK,I7G10,144.0,RTX 2060,16.0,256.0,1024.0,16.0,fhd,227000,1.1802360737816362
msi,GS65 Stealth Thin 9SD,I7G9,144.0,GTX 1660Ti,16.0,512.0,0.0,16.0,fhd,230000,1.2253728905964032
msi,PS65 Creator 9SD,I7G9,144.0,GTX 1660Ti,32.0,1024.0,0.0,16.0,4k,240000,1.3758289466456262
msi,Prestige 15 A10SC,I7G10,144.0,GTX 1650,16.0,1024.0,0.0,16.0,fhd,240000,1.3758289466456262
msi,GP65 Leopard 10SFK,I7G10,240.0,RTX 2070,16.0,512.0,1024.0,16.0,fhd,255000,1.6015130307194607
msi,GE65 Raider 9SE,I7G9,144.0,RTX 2060,16.0,1024.0,0.0,16.0,fhd,260000,1.676741058744072
msi,PS65 Creator 9SE,I7G9,144.0,RTX 2060,32.0,1024.0,0.0,16.0,fhd,260000,1.676741058744072
msi,GP65 Leopard 10SFK,I7G10,144.0,RTX 2070,32.0,0.0,0.0,16.0,fhd,270000,1.8271971147932953
msi,GP65 Leopard 10SFK,I7G10,144.0,RTX 2070,32.0,512.0,1024.0,16.0,fhd,280000,1.9776531708425182
msi,GS65 Stealth,I7G9,144.0,GTX RTX 2070,16.0,1024.0,0.0,17.0,fhd,280000,1.9776531708425182
msi,GS66 Stealth 10SD Thin,I7G10,240.0,GTX 1660Ti,16.0,512.0,0.0,16.0,fhd,295000,2.203337254916353
msi,GE66 Raider 10SF,I7G10,240.0,RTX 2070,16.0,1024.0,0.0,16.0,fhd,306000,2.368838916570498
msi,GS65 Stealth Thin 9SF,I7G9,240.0,GTX 2070,16.0,1024.0,1024.0,16.0,fhd,310000,2.429021338990187
msi,GS65 Raider 9SF,I7G9,144.0,GTX 2070,16.0,1024.0,0.0,16.0,fhd,310000,2.429021338990187
msi,GE75 Raider,I7G9,240.0,RTX 2080,32.0,512.0,0.0,17.0,fhd,350000,3.0308455631870794
msi,GE66 Raider 10SFS,I7G10,240.0,RTX 2070 SUPER,16.0,2048.0,0.0,16.0,fhd,370000,3.3317576752855254
msi,GE66 Raider 10SFS,I9,300.0,RTX 2070 SUPER,16.0,1024.0,0.0,16.0,fhd,370000,3.3317576752855254
msi,GS66 Stealth 10SFS Thin,I7G10,144.0,RTX 2070,32.0,1024.0,0.0,16.0,4k,395000,3.707897815408583
msi,Creator 15 A10SFS,I7G10,144.0,RTX 2070 SUPER MAX-Q,32.0,1024.0,0.0,16.0,4k,450000,4.5354061236793095
